pid,location,activity,start_time,end_time,duration_sec,actual_concentration,expected_concentration,perceived_distraction,purpose_of_using_smartphone
p32,집,샤워,1557244725685 ,1557245077588 ,351,3,3,3,겜 할려고
p1,후문,기타,1557244947124 ,1557245342782 ,396,4,4,2,
p28,기숙사,공부,1557245218001 ,1557245351910 ,134,1,3,3,
p26,코노,밴드합주,1557244152309 ,1557246249606 ,2097,4,4,4,ㅌ
p1,후문,기타,1557246158298 ,1557246404592 ,247,3,3,3,
p3,자취방,수면,1557246643530 ,1557246752407 ,108,3,4,4,
p25,노래방,여가활동,1557246759797 ,1557246788549 ,28,4,3,1,메신저
p26,술집,식사,1557246539471 ,1557247520652 ,980,4,4,4,연락
p5,술집,음주,1557247563035 ,1557247590313 ,27,3,3,1,담벼륵에서 술먹는중에 폰보려고
p5,술집,음주,1557247798983 ,1557247851623 ,53,3,3,1,담벼락에거 연락 확인하려고
p1,후문,기타,1557247775044 ,1557247914643 ,139,3,3,3,
p7,집,수면,1557247925751 ,1557247960303 ,299,3,3,3,
p25,기숙사,샤워,1557247025019 ,1557248174861 ,1150,3,3,1,자기전에 서핑
p26,술집,식사,1557247801246 ,1557248296449 ,495,3,3,3,
p29,기숙사,수면,1557248252703 ,1557248615326 ,362,3,3,3,",sns"
p5,술집,음주,1557248542907 ,1557248645659 ,102,3,3,1,담벼락에서 연락확인
p15,기숙사,글쓰기,1557248787104 ,1557248801031 ,2100,4,4,3,인터넷 검색을 하려한다.
p1,후문,기타,1557249441644 ,1557249566434 ,124,3,3,3,
p7,집,수면,1557249230745 ,1557249631904 ,400,3,3,3,검색
p11,집,휴식,1557250520673 ,1557250545998 ,998,3,3,3,알람
p1,후문,기타,1557250891296 ,1557250925920 ,35,3,3,3,
p1,후문,기타,1557251348046 ,1557251362628 ,43,3,3,3,
p1,후문,기타,1557251999485 ,1557252171476 ,171,3,3,3,
p1,후문,기타,1557252780111 ,1557252844974 ,65,3,3,3,
p30,기숙사,컴퓨터,1557252989223 ,1557253040840 ,52,4,3,2,컴퓨터 하다가 휴대폰 확인
p1,후문,기타,1557253500099 ,1557254396686 ,897,3,3,3,
p1,후문,기타,1557255868430 ,1557255939289 ,71,3,3,3,
p33,기숙사,수면,1557243390711 ,1557258717029 ,15325,5,4,4,자다 깨서 시간 확인
p13,노래방,여가,1557260547187 ,1557260617208 ,70,5,5,1,
p7,집,수면,1557260958737 ,1557261981376 ,1022,3,4,4,
p32,집,수면,1557263363629 ,1557263407478 ,-1809763,3,3,3,연락확임
p9,집,수면,1557263207049 ,1557264750859 ,1544,5,5,4,알람설정
p9,집,식사,1557264940288 ,1557264997087 ,57,3,1,4,밥먹을때심심해서
p2,집,휴식,1557260670569 ,1557265223241 ,4552,3,3,3,
p16,집,수면,1557266005684 ,1557266145406 ,19108,5,5,3,알람
p22,집,수면,1557266166638 ,1557266203361 ,28810,4,4,4,알람 끄기
p10,집,수면,1557266182113 ,1557266237146 ,23304,4,5,1,자다 일어나 알람 끔
p24,집,수면,1557266343095 ,1557266417794 ,74,4,4,4,
p10,집,수면,1557266424729 ,1557266458794 ,34,4,5,1,자다 일어나 시간 확인
p24,집,수면,1557266612097 ,1557267615444 ,1003,4,4,4,
p32,집,수면,1557268217423 ,1557268273596 ,4598,3,1,5,알람제거
p5,집,수면,1557268781301 ,1557268886893 ,14521,3,3,2,집에서 알람설정
p10,집,기타,1557266644012 ,1557269111835 ,2468,5,5,1,등교준비 후 출발을 위해
p12,자취방,수면,1557243430476 ,1557269908859 ,26478,1,1,1,알람 끄려고
p10,길,기타,1557269985183 ,1557270112127 ,127,4,4,1,등교길 듣고 있던 노래를 바꾸기 위해
p17,집,수면,1557246272337 ,1557270276311 ,24004,4,4,4,소식 확인
p12,자취방,샤워,1557271328301 ,1557271426670 ,581,2,1,1,전화가 와서 받으려고 했다
p15,기숙사,수면,1557271499297 ,1557271515663 ,110,4,3,3,알람끄기
p16,집,수면,1557266400424 ,1557271544118 ,5144,5,5,3,
p24,집,세안 및 샤워,1557268036097 ,1557271654685 ,3618,4,4,3,
p7,집,수면,1557271815807 ,1557271837352 ,5686,3,3,4,
p6,기숙사,수면,1557272088350 ,1557272105822 ,0,3,4,4,기상
p1,집,수면,1557272431704 ,1557272665113 ,16201,5,5,4,알람종료
p10,기타,기타,1557272849421 ,1557272938000 ,89,5,5,1,등교길 시간확인을 위해
p21,기숙사,수면,1557268415187 ,1557273069690 ,4655,4,5,5,수면중에 카톡을 하기 위해
p14,기숙사,수면,1557272082465 ,1557273754594 ,1672,5,2,2,알람끄기
p6,기숙사,샤워,1557273254449 ,1557273897017 ,641,4,4,4,샤워 하고 나서 카톡 확인
p1,강의실,수업,1557273004219 ,1557273919707 ,916,5,5,5,
p5,집,수면,1557273962892 ,1557274015615 ,0,5,2,5,잠자다 시간확인
p17,집,수면,1557273865425 ,1557274127286 ,1580,5,4,5,무의식적인 소식확인
p12,강의실,수업,1557274000454 ,1557274647808 ,647,3,4,4,습관적으로 켰다
p27,집,ETC,1557272350019 ,1557274789037 ,2439,5,4,4,기상
p11,강의실,수업,1557274730439 ,1557274799606 ,69,5,5,5,
p17,집,식사,1557274607539 ,1557275379803 ,772,4,4,4,ㅎ
p30,기숙사,수면,1557275415323 ,1557275444441 ,17221,5,5,5,자다 깸
p1,강의실,수업,1557274987481 ,1557275562934 ,575,5,5,4,
p11,강의실,수업,1557275507440 ,1557275845265 ,338,5,5,1,시간보려고
p10,강의실,수업,1557275021457 ,1557276008323 ,986,2,4,1,수업 중 시간 확인을 위해
p28,기숙사,수면,1557267019080 ,1557276023645 ,9004,4,3,1,
p6,기숙사,공부,1557276040342 ,1557276123047 ,83,3,4,4,공부하다가 검색
p16,연구실,실험,1557275622411 ,1557276148409 ,526,5,5,3,시간확인
p4,자취방,수면,1557275508813 ,1557276272841 ,764,5,4,4,알람설정
p15,기숙사,외출준비,1557275955072 ,1557276345337 ,390,3,2,3,시간확인
p12,강의실,수업,1557274846926 ,1557276408340 ,1561,4,4,4,쉬는시간이어서 쉬려고 했다
p4,자취방,식사,1557276471674 ,1557276556763 ,84,3,2,2,인터넷
p11,강의실,수업,1557276556464 ,1557276753834 ,352,5,5,5,사전찾기위해
p28,기숙사,수면,1557276744681 ,1557276781250 ,36,3,3,1,
p6,기숙사,공부,1557276489193 ,1557276804703 ,316,4,4,4,공부 중 문자 확인
p26,집,수업,1557267980452 ,1557276835001 ,8854,4,4,4,잠
p4,자취방,식사,1557276848814 ,1557276862110 ,94,4,4,2,카카오톡
p20,연구실,잡일,1557276925055 ,1557276987812 ,63,4,4,4,연락을 확인하기 위해
p12,강의실,수업,1557277249333 ,1557277389761 ,141,4,4,4,수업관룐 자료 검색
p26,집,수면,1557277041409 ,1557277490230 ,449,4,4,4,년락
p4,자취방,개인정비,1557277054339 ,1557277522760 ,469,3,4,2,카카오톡
p7,집,수면,1557272111782 ,1557277776084 ,5664,3,3,4,
p10,강의실,수업,1557277124143 ,1557277799814 ,676,2,5,2,시간 확인
p28,기숙사,수면,1557277778645 ,1557277849195 ,685,3,3,1,
p29,강의실,수업,1557274181640 ,1557277886776 ,3705,4,4,2,사진촬영
p18,자취방,수면,1557270365505 ,1557278179660 ,7813,5,3,2,잠에서 깸
p1,강의실,기타,1557275770597 ,1557278191223 ,2420,3,3,3,
p22,강의실,수업,1557278173916 ,1557278315018 ,3333,2,4,4,목적없음
p11,강의실,휴식,1557278214039 ,1557278320766 ,68,3,3,3,
p7,집,수면,1557277991279 ,1557278417929 ,427,3,3,4,
p5,집,수면,1557274206870 ,1557278442090 ,4235,3,3,1,잠자다 알람끄러
p28,기숙사,수면,1557278426671 ,1557278471318 ,44,3,3,1,
p10,기타,기타,1557278022427 ,1557278515755 ,493,4,5,1,시간확인
p8,기숙사,컴퓨터,1557278188449 ,1557278564683 ,376,5,3,1,화장실
p14,기숙사,나갈준비,1557276434566 ,1557278617690 ,2183,4,2,2,그냥 울렸다
p10,강의실,기타,1557278701535 ,1557278854156 ,152,5,5,1,시간확인
p1,강의실,수업,1557279167236 ,1557279194469 ,27,5,5,3,
p32,집,화장실,1557279130399 ,1557279227334 ,97,3,3,3,사진 파일 확임
p24,강의실,수업,1557279485648 ,1557279611380 ,125,4,4,3,
p20,연구실,게임,1557279352449 ,1557279651635 ,299,5,5,4,시간 확인을 위해서
p5,집,수면,1557279615874 ,1557279655281 ,906,4,4,1,자다가 알람끄러
p1,강의실,수업,1557279434050 ,1557279815353 ,381,2,5,3,
p17,집,식사,1557279869698 ,1557279949632 ,79,4,4,4,카톡 확인
p28,강의실,공부,1557280001277 ,1557280084891 ,84,3,4,3,
p15,강의실,수업,1557280432087 ,1557280452861 ,102,3,4,4,카톡확인
p7,집,수면,1557278830738 ,1557280700438 ,1869,3,3,4,
p9,동아리방,공부,1557280729217 ,1557280755397 ,1,4,4,4,카카오톡 확인
p23,강의실,수업,1557279726459 ,1557280779456 ,1052,3,3,3,전화
p20,연구실,연구,1557280036569 ,1557280957840 ,921,5,5,5,시간 확인을 위해서
p28,강의실,수업,1557280342143 ,1557281037861 ,696,3,4,3,
p5,집,수면,1557280970430 ,1557281091922 ,122,4,4,1,자다가 알람끄러
p24,강의실,수업,1557281258533 ,1557281370178 ,0,4,4,5,
p31,기숙사,수면,1557281409053 ,1557281420501 ,9182,3,3,3,
p28,강의실,수업,1557281276754 ,1557281570585 ,293,3,1,3,
p17,집,샤워,1557280490416 ,1557281618592 ,1128,4,4,4,카톡 확인
p30,강의실,수업,1557281747536 ,1557281788303 ,945,4,4,3,카톡 확인
p21,연구실,휴식,1557281437397 ,1557281899070 ,462,4,2,1,휴식중에 카톡하기 위해
p7,집,수업,1557280997979 ,1557282009528 ,1011,3,3,3,
p8,기숙사,컴퓨터,1557279372458 ,1557280973413 ,1600,5,5,3,문지셔틀시간표
p11,도서관,공부,1557281432001 ,1557282088724 ,657,5,5,3,점심먹기위해나가려기
p16,연구실,휴식,1557281160059 ,1557282161268 ,1001,5,5,3,
p20,연구실,연구,1557281625201 ,1557282218266 ,593,5,5,5,연락 답장을 위해
p28,강의실,수업,1557282228164 ,1557282337278 ,109,3,3,4,
p32,집,샤워,1557282540983 ,1557282579687 ,1,3,3,3,그냥 켰다
p2,도서관,컴퓨터작업,1557278652024 ,1557282621423 ,3969,3,3,3,
p16,학교식당,식사,1557282781670 ,1557282909118 ,127,3,1,1,
p7,집,식사,1557282842936 ,1557282949868 ,107,3,3,2,식사를 하다가 시간을 확인하려 함
p23,강의실,수업,1557281576130 ,1557282255422 ,679,4,4,5,연락
p23,강의실,수업,1557281576130 ,1557282255422 ,679,4,4,5,연락
p23,강의실,수업,1557281576130 ,1557282255422 ,679,4,4,5,연락
p24,강의실,수업,1557282908473 ,1557283536515 ,627,4,4,4,
p1,집,식사,1557283259077 ,1557283912979 ,654,3,3,3,
p4,강의실,수업,1557283930051 ,1557283939805 ,0,5,5,5,카카오톡
p22,강의실,수업,1557283976831 ,1557284015597 ,39,2,4,4,카톡
p10,강의실,수업,1557279673508 ,1557284429998 ,4756,4,5,2,수업 끝나서
p8,기숙사,컴퓨터,1557283494436 ,1557284590209 ,1096,4,1,2,충전량 확인
p28,기숙사,수면,1557284542303 ,1557284627752 ,85,3,3,3,
p2,집,휴식,1557284203133 ,1557284768273 ,565,4,4,3,
p10,기타,기타,1557284735410 ,1557284840874 ,106,4,5,1,정보검색
p1,집,기타,1557284158036 ,1557285031775 ,874,3,3,3,
p27,식당,식사,1557285266256 ,1557285358763 ,502,5,5,5,딸기우유에 벌레 들어가는지 궁금해서 찾아볼려고 켰다 ㅗ
p10,기타,기타,1557285220599 ,1557285451019 ,230,4,5,1,습관적으로
p33,기숙사,수면,1557285446368 ,1557285469152 ,2706,5,5,5,알람끄기
p5,강의실,수업,1557285705875 ,1557285739458 ,33,4,5,5,수업중에 시간 확인
p28,기숙사,공부,1557285677263 ,1557285892677 ,216,3,3,3,
p3,자취방,여가활동,1557285767044 ,1557285904836 ,138,5,5,1,
p2,도서관,휴식,1557285027669 ,1557285942279 ,914,4,4,1,
p33,기숙사,수면,1557285663942 ,1557286052278 ,388,5,5,4,알람 끄기
p5,강의실,수업,1557285961949 ,1557286137160 ,175,5,5,5,수업중에 카톡확인
p13,집,수면,1557285827113 ,1557286159553 ,333,5,5,1,메시지확인
p3,자취방,여가활동,1557286207237 ,1557286301261 ,94,5,5,1,
p12,강의실,수업,1557285472323 ,1557286323507 ,851,5,4,4,시간 확인하기 위해
p17,지하철,혼자 생각,1557286040274 ,1557286344156 ,304,4,4,4,카톡 확인
p18,강의실,수업,1557285232777 ,1557286613601 ,1381,4,4,4,알람
p5,강의실,수업,1557286601858 ,1557286663463 ,61,5,5,5,수업중에 카톡확인
p10,기타,식사,1557286714419 ,1557286828955 ,267,4,5,2,메모
p20,연구실,잡일,1557286364323 ,1557286845475 ,481,2,2,2,연락에 답하기 ㅇ위해
p13,집,수면,1557286397599 ,1557286859779 ,462,4,4,4,시간 퐉확인하기 위해서
p28,강의실,공부,1557286883206 ,1557286898490 ,15,3,3,3,
p16,집,휴식,1557286938668 ,1557287145975 ,206,5,1,3,알람
p13,집,수면,1557287054570 ,1557287220139 ,165,5,5,1,메세지확인
p5,강의실,수업,1557287089908 ,1557287260953 ,171,5,5,5,수업중에 카톡확인
p11,집,휴식,1557287280571 ,1557287346580 ,66,2,2,3,노래
p21,기숙사,휴식,1557286711694 ,1557287421968 ,710,3,3,1,휴식 중 카톡하기 위해
p10,도서관,기타,1557287332775 ,1557287482551 ,149,4,5,1,습관적으로
p28,강의실,공부,1557287630867 ,1557287673508 ,326,3,3,2,","
p10,도서관,기타,1557287685489 ,1557287710289 ,13,5,5,1,사진 촬영 위해
p5,강의실,수업,1557287600881 ,1557287717358 ,116,4,5,5,수업중에 카톡확인
p12,강의실,수업,1557287159934 ,1557287749780 ,590,4,4,4,카카오톡 확인
p21,연구실,연구,1557287813453 ,1557287836067 ,13,5,4,2,실험중 카톡하기 위해
p7,집,준비,1557287942123 ,1557288036362 ,0,2,4,3,등교 준비 중 버스 시간을 확인하기 위해
p1,도서관,기타,1557286716707 ,1557288054261 ,1337,3,3,3,
p2,도서관,휴식,1557287934325 ,1557288063455 ,129,3,3,1,
p14,연구실,실험,1557287538624 ,1557288118109 ,579,5,5,1,검색
p28,강의실,공부,1557288361721 ,1557288374639 ,12,4,4,4,
p5,후문 밥집,식사,1557288467411 ,1557288546069 ,79,3,1,1,밥먹는중 카톡확인
p27,식당,식사,1557285794013 ,1557288587469 ,2793,3,3,1,여행지검색
p15,강의실,수업,1557288547290 ,1557288639146 ,91,4,4,3,강의듣는중에 용어찾기 위함
p2,강의실,수업,1557288259446 ,1557288680673 ,421,5,5,4,알람이뜸
p24,강의실,수업,1557288288770 ,1557288703453 ,414,4,4,4,
p3,정석,식사,1557288622037 ,1557288816752 ,195,5,5,1,
p29,야외,사교활동,1557288542527 ,1557288808033 ,265,4,4,2,sns
p2,강의실,수업,1557288877809 ,1557288904847 ,27,5,5,4,
p8,실험실,수업,1557287813668 ,1557288980343 ,1166,5,5,4,카톡확인
p18,강의실,수업,1557288959542 ,1557288980956 ,21,5,4,4,
p5,후문 밥집,식사,1557288743055 ,1557289051127 ,308,1,1,1,밥먹다 카톡확인
p4,도서관,공부,1557289040646 ,1557289081900 ,41,3,3,2,카카오톡
p28,강의실,공부,1557289041661 ,1557289130514 ,88,4,4,4,
p13,식당,식사,1557289005326 ,1557289216061 ,211,4,4,2,메시지확인
p2,강의실,수업,1557289165459 ,1557289244543 ,78,4,4,4,
p27,식당,일,1557288973471 ,1557289261164 ,287,4,3,2,시간확인
p10,기타,기타,1557289245457 ,1557289522501 ,276,4,5,1,심심해서
p2,강의실,수업,1557289471283 ,1557289525029 ,54,4,4,3,
p21,연구실,휴식,1557288803597 ,1557289596723 ,793,4,4,4,휴식중 카톡하기위해
p23,강의실,수업,1557289795454 ,1557289809252 ,2607,3,3,2,문자확인
p11,집,공부,1557289877799 ,1557289917780 ,0,4,5,4,카톡와서
p29,야외,사교활동,1557289800431 ,1557289929541 ,129,4,4,4,sns
p28,강의실,수업,1557289672000 ,1557289929713 ,257,4,4,4,
p24,강의실,수업,1557289086588 ,1557289960940 ,873,4,4,4,
p15,강의실,수업,1557289880486 ,1557290024400 ,143,4,3,4,수업을 듣던 도중에 카톡 알림이 울리며 잠금창이 켜졌다.. 핸드폰을 볼 의도없었음.
p12,강의실,수업,1557290198640 ,1557290274492 ,75,4,4,4,블랙보드 확인
p2,강의실,수업,1557289789413 ,1557290311075 ,521,4,4,4,
p28,강의실,수업,1557290340764 ,1557290355201 ,14,4,4,4,
p10,기타,기타,1557290193100 ,1557290577229 ,384,5,5,1,습관적
p4,강의실,수업,1557290496759 ,1557290621256 ,124,3,3,3,카카오톡
p21,연구실,휴식,1557289984641 ,1557290845942 ,860,4,4,1,휴식 중에 카톡하기 위해
p29,야외,사교활동,1557290160427 ,1557290889658 ,729,4,4,4,sns
p23,강의실,공부,1557290064532 ,1557290905264 ,840,3,3,5,밧데리충전완료
p3,강의실,수업,1557290889617 ,1557291000643 ,110,2,5,4,렌트카 예약을 위해서
p28,강의실,수업,1557290824072 ,1557291048589 ,225,4,4,5,
p24,강의실,수업,1557291023725 ,1557291240291 ,216,4,4,4,
p15,강의실,수업,1557290436094 ,1557291264054 ,828,4,4,3,수업듣는 도중에 시간 확인을 위함
p8,학교식당,식사,1557291234082 ,1557291279406 ,45,5,5,2,카톡
p5,강의실,수업,1557291107872 ,1557291324981 ,217,4,5,4,카톡확인
p12,강의실,수업,1557290475385 ,1557291566852 ,1092,5,5,4,카카오톡 확인
p3,강의실,수업,1557291409436 ,1557291633383 ,224,3,5,4,
p13,강의실,수업,1557291398580 ,1557291693376 ,294,4,4,3,사전검색
p22,강의실,수업,1557284871073 ,1557291828869 ,6958,3,4,4,수업중 휴식
p10,도서관,공부,1557291479821 ,1557292040635 ,561,2,5,2,
p16,헬스장,헬스,1557292078103 ,1557292111065 ,0,5,5,4,운동 끝나고 문자 수신
p4,강의실,수업,1557291927769 ,1557292132811 ,205,5,4,4,카카오톡
p14,연구실,실험,1557291837218 ,1557292224816 ,388,5,5,2,메모
p32,도서관,공부,1557292199633 ,1557292238964 ,664,3,3,4,자료를 검색하기우ㅏ해서
p15,강의실,수업,1557291713113 ,1557292269038 ,556,4,4,2,수업이 끝나 핸드폰을 확인하려함
p5,강의실,수업,1557292081041 ,1557292418574 ,337,4,5,4,수업중에 카톡확인
p24,강의실,수업,1557291430709 ,1557292932277 ,1501,4,4,4,
p14,연구실,실험,1557292752621 ,1557292993768 ,241,5,5,2,시간확인
p5,강의실,수업,1557293014912 ,1557293202408 ,187,4,5,3,카톡확인
p13,강의실,공부,1557293060734 ,1557293213072 ,152,5,5,4,수업자료
p27,강의실,휴식,1557293294576 ,1557293422375 ,127,1,1,1,휴식
p8,실험실,수업,1557293333427 ,1557293470215 ,137,5,5,3,문지셔틀시간표
p24,강의실,수업,1557293390639 ,1557293495974 ,105,4,4,4,
p29,강의실,수업,1557293480418 ,1557293510772 ,31,4,4,4,메신저
p5,강의실,수업,1557293499868 ,1557293522990 ,23,4,5,5,카톡확인
p10,도서관,수면,1557292240518 ,1557293545559 ,1305,4,5,1,
p34,강의실,수업,1557293392748 ,1557293555231 ,162,2,5,3,시간표 보려고
p12,강의실,수업,1557293546316 ,1557293627481 ,81,5,5,4,카톡 답장하기 위해서
p24,강의실,수업,1557293685385 ,1557293697807 ,13,4,4,4,
p5,강의실,수업,1557293772998 ,1557293795273 ,22,3,5,1,카톡확인
p10,도서관,공부,1557293955615 ,1557294010573 ,54,2,5,2,시간확인
p17,강의실,공부,1557294125605 ,1557294147016 ,5094,3,4,4,카톡 확인
p29,강의실,수업,1557293759448 ,1557294199143 ,440,4,4,4,sns
p15,강의실,수업,1557293874207 ,1557294229821 ,356,4,4,4,수업듣는 중에 카톡알림이와서 잠금창이 혼자 켜짐
p12,강의실,수업,1557293990561 ,1557294332680 ,341,5,5,4,수업이 끝났고 전화가 왔다
p18,자취방,휴식,1557294449779 ,1557294475893 ,0,4,4,4,
p15,강의실,수업,1557294487569 ,1557294546678 ,59,4,4,3,수업듣는중에 시간확인
p25,기숙사,수면,1557271445862 ,1557294666723 ,23221,5,5,4,
p8,실험실,수업,1557293796063 ,1557294688792 ,892,5,5,3,카톡
p29,강의실,수업,1557294681042 ,1557294688288 ,-1778446,4,4,4,메신저
p13,강의실,공부,1557294568675 ,1557294693310 ,124,4,5,4,검색
p27,강의실,일,1557293921543 ,1557294912470 ,990,5,5,1,단순 알람에의한 ㄱㄱ켜짐
